ID,datetime,DOW,dow
53441,10/27/2012 18:26,SAT,6
53441,10/28/2012 19:10,SUN,7
53441,10/29/2012 15:54,MON,1
53441,10/30/2012 16:44,TUE,2
53441,10/31/2012 17:44,WED,3
53441,11/1/2012 16:17,THU,4
53441,11/2/2012 18:19,FRI,5
53441,11/3/2012 19:00,SAT,6
53441,11/4/2012 18:06,SUN,7
73334,10/22/2012 15:26,MON,1
73334,10/23/2012 15:26,TUE,2
73334,10/24/2012 15:26,WED,3
73334,10/25/2012 15:26,THU,4
73334,10/26/2012 15:26,FRI,5
73334,10/27/2012 15:26,SAT,6
73334,10/28/2012 15:26,SUN,7
73334,10/29/2012 15:26,MON,1
73334,10/30/2012 15:26,TUE,2
73334,10/31/2012 15:26,WED,3
73334,11/1/2012 15:26,THU,4
73334,11/2/2012 15:26,FRI,5
73334,11/3/2012 15:26,SAT,6
73334,11/4/2012 15:26,SUN,7
73332,10/22/2012 15:48,MON,1
73332,10/23/2012 15:27,TUE,2
73332,10/24/2012 16:01,WED,3
73332,10/25/2012 15:26,THU,4
73332,10/26/2012 18:25,FRI,5
73332,10/27/2012 17:04,SAT,6
73332,10/28/2012 15:26,SUN,7
73332,10/29/2012 15:49,MON,1
73332,10/30/2012 15:31,TUE,2
73332,10/31/2012 15:33,WED,3
73332,11/1/2012 16:43,THU,4
73332,11/2/2012 15:26,FRI,5
73332,11/3/2012 18:58,SAT,6
73332,11/4/2012 17:33,SUN,7
73330,9/24/2012 15:48,MON,1
73330,9/26/2012 21:22,WED,3
73330,9/27/2012 18:27,THU,4
73330,9/29/2012 17:32,SAT,6
73330,9/30/2012 17:32,SUN,7
73330,10/1/2012 18:12,MON,1
73330,10/2/2012 20:48,TUE,2
73330,10/3/2012 18:17,WED,3
73330,10/4/2012 16:40,THU,4
73330,10/5/2012 21:54,FRI,5
73330,10/6/2012 18:05,SAT,6
73330,10/7/2012 16:05,SUN,7
73331,9/24/2012 16:02,MON,1
73331,9/25/2012 15:40,TUE,2
73331,9/26/2012 16:38,WED,3
73331,9/27/2012 15:48,THU,4
73331,9/28/2012 17:37,FRI,5
73331,9/29/2012 17:34,SAT,6
73331,9/30/2012 15:51,SUN,7
73331,10/1/2012 20:57,MON,1
73331,10/2/2012 15:39,TUE,2
73331,10/3/2012 15:52,WED,3
73331,10/4/2012 17:34,THU,4
73331,10/5/2012 23:07,FRI,5
73331,10/6/2012 17:41,SAT,6
73331,10/7/2012 19:09,SUN,7
73344,10/22/2012 15:53,MON,1
73344,10/23/2012 16:00,TUE,2
73344,10/24/2012 17:19,WED,3
73344,10/25/2012 18:36,THU,4
73344,10/26/2012 16:01,FRI,5
73344,10/27/2012 18:29,SAT,6
73344,10/28/2012 16:38,SUN,7
73344,10/29/2012 18:18,MON,1
73344,10/30/2012 15:49,TUE,2
73344,10/31/2012 17:56,WED,3
73344,11/1/2012 18:40,THU,4
73344,11/2/2012 18:24,FRI,5
73344,11/3/2012 19:00,SAT,6
73344,11/4/2012 17:48,SUN,7
73348,10/22/2012 15:58,MON,1
73348,10/23/2012 18:03,TUE,2
73348,10/24/2012 16:57,WED,3
73348,10/25/2012 15:33,THU,4
73348,10/26/2012 16:50,FRI,5
73348,10/27/2012 19:07,SAT,6
73348,10/28/2012 17:52,SUN,7
73348,10/29/2012 16:06,MON,1
73348,10/30/2012 18:09,TUE,2
73348,10/31/2012 17:10,WED,3
73348,11/1/2012 19:23,THU,4
73348,11/2/2012 21:45,FRI,5
73348,11/3/2012 18:24,SAT,6
73348,11/4/2012 19:53,SUN,7
73349,10/22/2012 15:56,MON,1
73349,10/23/2012 16:53,TUE,2
73349,10/24/2012 21:32,WED,3
73349,10/25/2012 16:15,THU,4
73349,10/26/2012 18:29,FRI,5
73349,10/27/2012 19:18,SAT,6
73349,10/28/2012 18:45,SUN,7
73349,10/29/2012 16:33,MON,1
73349,10/30/2012 20:46,TUE,2
73349,10/31/2012 17:49,WED,3
73349,11/1/2012 18:11,THU,4
73349,11/2/2012 15:49,FRI,5
73349,11/3/2012 20:50,SAT,6
73349,11/4/2012 16:35,SUN,7
73340,9/24/2012 18:24,MON,1
73340,9/25/2012 15:36,TUE,2
73340,9/26/2012 18:15,WED,3
73340,9/27/2012 17:23,THU,4
73340,9/28/2012 16:06,FRI,5
73340,9/29/2012 18:04,SAT,6
73340,9/30/2012 17:19,SUN,7
73340,10/1/2012 15:54,MON,1
73340,10/2/2012 16:14,TUE,2
73340,10/3/2012 16:01,WED,3
73340,10/4/2012 16:14,THU,4
73340,10/5/2012 16:05,FRI,5
73340,10/6/2012 15:48,SAT,6
73340,10/7/2012 16:18,SUN,7
73354,10/22/2012 19:03,MON,1
73354,10/23/2012 19:25,TUE,2
73354,10/24/2012 18:17,WED,3
73354,10/25/2012 19:44,THU,4
73354,10/26/2012 19:46,FRI,5
73354,10/27/2012 19:22,SAT,6
73354,10/28/2012 20:41,SUN,7
73354,10/29/2012 18:16,MON,1
73354,10/30/2012 15:33,TUE,2
73354,10/31/2012 17:53,WED,3
73354,11/1/2012 19:20,THU,4
73354,11/2/2012 18:28,FRI,5
73354,11/4/2012 19:13,SUN,7
73356,10/8/2012 15:43,MON,1
73356,10/9/2012 15:30,TUE,2
73356,10/11/2012 18:06,THU,4
73356,10/12/2012 18:07,FRI,5
73356,10/13/2012 17:59,SAT,6
73356,10/14/2012 17:48,SUN,7
73356,10/15/2012 15:59,MON,1
73356,10/16/2012 18:01,TUE,2
73356,10/17/2012 18:37,WED,3
73356,10/18/2012 18:01,THU,4
73356,10/19/2012 22:09,FRI,5
73356,10/21/2012 17:12,SUN,7
73358,10/8/2012 15:31,MON,1
73358,10/9/2012 16:51,TUE,2
73358,10/10/2012 20:28,WED,3
73358,10/11/2012 18:15,THU,4
73358,10/12/2012 16:59,FRI,5
73358,10/13/2012 15:33,SAT,6
73358,10/14/2012 17:57,SUN,7
73358,10/15/2012 17:47,MON,1
73358,10/16/2012 17:40,TUE,2
73358,10/17/2012 20:31,WED,3
73358,10/18/2012 17:56,THU,4
73358,10/19/2012 19:47,FRI,5
73358,10/20/2012 19:20,SAT,6
73358,10/21/2012 20:28,SUN,7
73351,9/24/2012 18:45,MON,1
73351,9/25/2012 18:24,TUE,2
73351,9/26/2012 17:32,WED,3
73351,9/27/2012 18:03,THU,4
73351,9/28/2012 19:05,FRI,5
73351,9/30/2012 17:46,SUN,7
73351,10/1/2012 18:24,MON,1
73351,10/3/2012 18:09,WED,3
73351,10/4/2012 17:16,THU,4
73351,10/6/2012 18:31,SAT,6
73351,10/7/2012 19:04,SUN,7
73377,10/22/2012 15:55,MON,1
73377,10/23/2012 18:30,TUE,2
73377,10/24/2012 18:17,WED,3
73377,10/25/2012 21:20,THU,4
73377,10/26/2012 18:37,FRI,5
73377,10/27/2012 23:41,SAT,6
73377,10/29/2012 18:16,MON,1
73377,10/30/2012 19:03,TUE,2
73377,10/31/2012 18:26,WED,3
73377,11/1/2012 18:34,THU,4
73377,11/2/2012 21:33,FRI,5
73377,11/3/2012 19:02,SAT,6
73377,11/4/2012 18:52,SUN,7
73378,10/8/2012 15:40,MON,1
73378,10/9/2012 15:45,TUE,2
73378,10/10/2012 15:41,WED,3
73378,10/11/2012 15:30,THU,4
73378,10/13/2012 18:31,SAT,6
73378,10/12/2012 21:19,FRI,5
73378,10/15/2012 16:15,MON,1
73378,10/16/2012 16:40,TUE,2
73378,10/17/2012 15:49,WED,3
73378,10/18/2012 17:16,THU,4
73378,10/19/2012 15:26,FRI,5
73378,10/20/2012 15:31,SAT,6
73378,10/21/2012 15:26,SUN,7
73325,10/8/2012 18:26,MON,1
73325,10/9/2012 16:06,TUE,2
73325,10/10/2012 18:42,WED,3
73325,10/11/2012 22:43,THU,4
73325,10/12/2012 18:28,FRI,5
73325,10/13/2012 20:19,SAT,6
73325,10/14/2012 20:59,SUN,7
73325,10/15/2012 22:19,MON,1
73325,10/16/2012 22:55,TUE,2
73325,10/17/2012 22:20,WED,3
73325,10/18/2012 23:11,THU,4
73325,10/19/2012 20:20,FRI,5
73325,10/21/2012 0:06,SUN,7
73325,10/21/2012 22:15,SUN,7
73327,9/24/2012 21:31,MON,1
73327,9/25/2012 22:28,TUE,2
73327,9/29/2012 17:33,SAT,6
73327,9/30/2012 17:44,SUN,7
73327,10/1/2012 19:33,MON,1
73327,10/3/2012 18:37,WED,3
73327,10/4/2012 18:03,THU,4
73327,10/5/2012 22:40,FRI,5
73327,10/7/2012 22:33,SUN,7
73326,10/8/2012 15:28,MON,1
73326,10/9/2012 15:28,TUE,2
73326,10/10/2012 15:28,WED,3
73326,10/11/2012 15:29,THU,4
73326,10/12/2012 15:26,FRI,5
73326,10/13/2012 15:26,SAT,6
73326,10/14/2012 15:26,SUN,7
73326,10/15/2012 15:26,MON,1
73326,10/16/2012 15:31,TUE,2
73326,10/17/2012 15:26,WED,3
73326,10/18/2012 15:26,THU,4
73326,10/19/2012 15:26,FRI,5
73326,10/20/2012 15:26,SAT,6
73326,10/21/2012 15:26,SUN,7
73329,11/5/2012 19:38,MON,1
73329,11/6/2012 15:55,TUE,2
73329,11/7/2012 18:48,WED,3
73329,11/8/2012 21:17,THU,4
73329,11/9/2012 23:28,FRI,5
73321,10/22/2012 17:21,MON,1
73321,10/27/2012 17:07,SAT,6
73321,10/28/2012 17:52,SUN,7
73321,10/30/2012 15:39,TUE,2
73363,10/8/2012 18:26,MON,1
73363,10/9/2012 16:27,TUE,2
73363,10/10/2012 18:08,WED,3
73363,10/12/2012 18:38,FRI,5
73363,10/13/2012 18:00,SAT,6
73363,10/14/2012 18:02,SUN,7
73363,10/15/2012 19:21,MON,1
73363,10/16/2012 17:39,TUE,2
73363,10/17/2012 19:14,WED,3
73363,10/18/2012 19:16,THU,4
73363,10/19/2012 20:54,FRI,5
73363,10/20/2012 18:09,SAT,6
73363,10/21/2012 20:34,SUN,7
73365,11/5/2012 15:35,MON,1
73365,11/6/2012 19:45,TUE,2
73365,11/7/2012 15:30,WED,3
73365,11/10/2012 22:54,SAT,6
73365,11/11/2012 17:06,SUN,7
73365,11/17/2012 22:03,SAT,6
73366,9/24/2012 17:13,MON,1
73366,9/25/2012 17:28,TUE,2
73366,9/26/2012 17:14,WED,3
73366,9/27/2012 20:03,THU,4
73366,9/28/2012 19:43,FRI,5
73366,9/29/2012 16:45,SAT,6
73366,9/30/2012 18:55,SUN,7
73366,10/1/2012 16:23,MON,1
73366,10/2/2012 19:41,TUE,2
73366,10/3/2012 15:47,WED,3
73366,10/4/2012 20:17,THU,4
73366,10/5/2012 18:14,FRI,5
73366,10/6/2012 16:01,SAT,6
73366,10/7/2012 17:15,SUN,7
73360,9/24/2012 15:27,MON,1
73360,9/25/2012 15:29,TUE,2
73360,9/26/2012 15:29,WED,3
73360,9/27/2012 15:29,THU,4
73360,9/28/2012 15:29,FRI,5
73360,9/29/2012 15:29,SAT,6
73360,9/30/2012 15:29,SUN,7
73360,10/1/2012 15:29,MON,1
73360,10/2/2012 15:29,TUE,2
73360,10/3/2012 15:29,WED,3
73360,10/4/2012 15:29,THU,4
73360,10/5/2012 15:29,FRI,5
73360,10/6/2012 15:29,SAT,6
73360,10/7/2012 15:29,SUN,7
73361,9/24/2012 15:56,MON,1
73384,10/8/2012 22:56,MON,1
73384,10/10/2012 18:18,WED,3
73384,10/11/2012 18:14,THU,4
23335,10/22/2012 16:31,MON,1
23335,10/23/2012 18:41,TUE,2
23335,10/24/2012 18:12,WED,3
23335,10/25/2012 15:59,THU,4
23335,10/26/2012 15:28,FRI,5
23335,10/27/2012 15:57,SAT,6
23335,10/28/2012 18:20,SUN,7
23335,10/29/2012 18:52,MON,1
23335,10/30/2012 17:41,TUE,2
23335,10/31/2012 16:40,WED,3
23335,11/1/2012 16:28,THU,4
23335,11/2/2012 15:39,FRI,5
23335,11/3/2012 16:54,SAT,6
23335,11/4/2012 16:28,SUN,7
23344,9/10/2012 15:56,MON,1
23344,9/11/2012 21:44,TUE,2
23344,9/12/2012 19:06,WED,3
23344,9/13/2012 19:15,THU,4
23344,9/14/2012 18:07,FRI,5
23344,9/15/2012 15:29,SAT,6
23344,9/16/2012 15:29,SUN,7
23344,9/17/2012 16:58,MON,1
23344,9/18/2012 17:24,TUE,2
23344,9/19/2012 19:22,WED,3
23344,9/20/2012 20:49,THU,4
23344,9/21/2012 17:42,FRI,5
23344,9/23/2012 19:58,SUN,7
23346,10/8/2012 15:30,MON,1
23346,10/9/2012 19:16,TUE,2
23346,10/10/2012 15:41,WED,3
23346,10/11/2012 15:58,THU,4
23346,10/12/2012 20:21,FRI,5
23346,10/13/2012 16:46,SAT,6
23346,10/14/2012 15:27,SUN,7
23346,10/15/2012 15:26,MON,1
23346,10/16/2012 17:42,TUE,2
23346,10/17/2012 16:46,WED,3
23346,10/18/2012 17:20,THU,4
23346,10/20/2012 15:26,SAT,6
23346,10/21/2012 16:08,SUN,7
23353,10/8/2012 15:30,MON,1
23353,10/9/2012 21:28,TUE,2
23353,10/10/2012 16:51,WED,3
23353,10/11/2012 16:45,THU,4
23353,10/12/2012 20:02,FRI,5
23353,10/13/2012 16:10,SAT,6
23353,10/14/2012 15:27,SUN,7
23353,10/15/2012 17:34,MON,1
23353,10/16/2012 16:06,TUE,2
23353,10/17/2012 15:29,WED,3
23353,10/18/2012 16:49,THU,4
23353,10/19/2012 15:49,FRI,5
23353,10/20/2012 17:36,SAT,6
23353,10/21/2012 17:26,SUN,7
23352,9/24/2012 15:52,MON,1
23352,9/25/2012 18:29,TUE,2
23352,9/26/2012 16:33,WED,3
23352,9/27/2012 15:30,THU,4
23352,9/28/2012 15:35,FRI,5
23352,9/29/2012 15:30,SAT,6
23352,9/30/2012 16:53,SUN,7
23352,10/1/2012 16:04,MON,1
23352,10/2/2012 22:30,TUE,2
23352,10/3/2012 18:28,WED,3
23352,10/4/2012 18:14,THU,4
23352,10/5/2012 18:03,FRI,5
23352,10/6/2012 15:32,SAT,6
23352,10/7/2012 17:00,SUN,7
23356,10/22/2012 18:56,MON,1
23356,10/23/2012 15:41,TUE,2
23356,10/24/2012 17:28,WED,3
23356,10/25/2012 18:30,THU,4
23356,10/26/2012 18:25,FRI,5
23356,10/27/2012 18:48,SAT,6
23356,10/28/2012 20:28,SUN,7
23356,10/29/2012 20:26,MON,1
23356,10/30/2012 19:03,TUE,2
23356,10/31/2012 21:39,WED,3
23356,11/1/2012 21:02,THU,4
23378,10/8/2012 15:30,MON,1
23378,10/9/2012 17:36,TUE,2
23378,10/10/2012 18:20,WED,3
23378,10/11/2012 18:26,THU,4
23378,10/12/2012 18:26,FRI,5
23378,10/13/2012 16:06,SAT,6
23378,10/14/2012 15:38,SUN,7
23378,10/15/2012 17:21,MON,1
23378,10/16/2012 16:20,TUE,2
23378,10/18/2012 19:00,THU,4
23378,10/19/2012 17:43,FRI,5
23378,10/20/2012 16:34,SAT,6
23378,10/21/2012 16:00,SUN,7
23365,10/8/2012 16:20,MON,1
23365,10/9/2012 19:36,TUE,2
23365,10/11/2012 19:14,THU,4
23365,10/13/2012 20:48,SAT,6
23365,10/18/2012 22:31,THU,4
23365,10/20/2012 18:54,SAT,6
63334,10/8/2012 18:20,MON,1
63334,10/10/2012 17:02,WED,3
63334,10/11/2012 21:47,THU,4
63334,10/13/2012 19:37,SAT,6
63334,10/14/2012 19:32,SUN,7
63334,10/16/2012 17:28,TUE,2
63334,10/17/2012 18:09,WED,3
63334,10/20/2012 18:03,SAT,6
63334,10/21/2012 17:42,SUN,7
63337,9/24/2012 15:38,MON,1
63337,9/25/2012 17:04,TUE,2
63337,9/26/2012 20:12,WED,3
63337,9/27/2012 16:19,THU,4
63337,9/28/2012 18:27,FRI,5
63337,9/29/2012 16:48,SAT,6
63337,9/30/2012 17:37,SUN,7
63337,10/1/2012 20:31,MON,1
63337,10/2/2012 17:18,TUE,2
63337,10/3/2012 15:42,WED,3
63337,10/4/2012 20:47,THU,4
63337,10/5/2012 19:39,FRI,5
63337,10/6/2012 15:29,SAT,6
63337,10/7/2012 17:31,SUN,7
83334,10/8/2012 16:02,MON,1
83334,10/9/2012 17:21,TUE,2
83334,10/10/2012 15:44,WED,3
83334,10/11/2012 16:00,THU,4
83334,10/12/2012 16:52,FRI,5
83334,10/13/2012 18:18,SAT,6
83334,10/14/2012 21:18,SUN,7
83334,10/15/2012 21:39,MON,1
83334,10/16/2012 21:12,TUE,2
83334,10/17/2012 21:17,WED,3
83334,10/18/2012 17:59,THU,4
83334,10/19/2012 17:36,FRI,5
83334,10/20/2012 15:38,SAT,6
83334,10/21/2012 22:54,SUN,7
83339,9/24/2012 15:58,MON,1
83339,9/25/2012 18:34,TUE,2
83339,9/26/2012 20:59,WED,3
83339,9/27/2012 18:07,THU,4
83339,9/28/2012 18:10,FRI,5
83339,9/29/2012 17:59,SAT,6
83339,9/30/2012 17:27,SUN,7
83339,10/1/2012 16:19,MON,1
83339,10/2/2012 17:26,TUE,2
83339,10/3/2012 17:49,WED,3
83339,10/4/2012 16:38,THU,4
83339,10/5/2012 20:19,FRI,5
83339,10/6/2012 17:51,SAT,6
83339,10/7/2012 19:58,SUN,7
83345,11/5/2012 17:17,MON,1
83345,11/6/2012 16:00,TUE,2
83345,11/7/2012 16:22,WED,3
83345,11/8/2012 18:45,THU,4
83345,11/10/2012 17:53,SAT,6
83345,11/11/2012 16:00,SUN,7
83345,11/12/2012 18:15,MON,1
83345,11/13/2012 17:58,TUE,2
83345,11/14/2012 19:12,WED,3
83345,11/15/2012 18:06,THU,4
83345,11/17/2012 17:15,SAT,6
83345,11/18/2012 16:01,SUN,7
83353,11/5/2012 16:06,MON,1
83353,11/6/2012 17:18,TUE,2
83353,11/7/2012 17:04,WED,3
83353,11/8/2012 18:34,THU,4
83353,11/9/2012 15:34,FRI,5
83353,11/10/2012 16:08,SAT,6
83353,11/11/2012 20:31,SUN,7
83353,11/12/2012 17:10,MON,1
83353,11/13/2012 18:53,TUE,2
83353,11/14/2012 20:36,WED,3
83353,11/15/2012 18:00,THU,4
83353,11/17/2012 18:13,SAT,6
83353,11/18/2012 20:31,SUN,7
83350,10/22/2012 17:28,MON,1
83350,10/23/2012 17:57,TUE,2
83350,10/24/2012 20:53,WED,3
83350,10/25/2012 21:45,THU,4
83350,10/26/2012 21:27,FRI,5
83350,10/27/2012 23:04,SAT,6
83350,10/28/2012 19:19,SUN,7
83350,10/29/2012 21:20,MON,1
83350,10/30/2012 19:15,TUE,2
83350,10/31/2012 21:27,WED,3
83350,11/2/2012 22:30,FRI,5
83350,11/3/2012 19:03,SAT,6
83350,11/4/2012 20:31,SUN,7
83365,10/22/2012 20:51,MON,1
83365,10/23/2012 18:39,TUE,2
83360,11/5/2012 19:11,MON,1
83360,11/6/2012 19:13,TUE,2
83360,11/7/2012 17:38,WED,3
83360,11/8/2012 16:27,THU,4
83360,11/9/2012 17:43,FRI,5
83360,11/10/2012 16:29,SAT,6
83360,11/11/2012 16:49,SUN,7
83360,11/12/2012 18:08,MON,1
83360,11/13/2012 16:46,TUE,2
83360,11/14/2012 16:32,WED,3
83360,11/15/2012 19:38,THU,4
83360,11/17/2012 17:17,SAT,6
83360,11/18/2012 20:57,SUN,7
83381,11/5/2012 16:53,MON,1
83381,11/6/2012 15:30,TUE,2
83381,11/7/2012 20:40,WED,3
83381,11/8/2012 21:26,THU,4
83381,11/9/2012 16:57,FRI,5
83381,11/10/2012 15:32,SAT,6
83381,11/11/2012 15:32,SUN,7
83381,11/12/2012 15:39,MON,1
83381,11/13/2012 15:32,TUE,2
83381,11/14/2012 15:30,WED,3
83381,11/15/2012 18:22,THU,4
83381,11/17/2012 17:07,SAT,6
83381,11/18/2012 15:39,SUN,7
83392,9/10/2012 16:01,MON,1
83392,9/12/2012 15:53,WED,3
83392,9/13/2012 19:49,THU,4
83392,9/14/2012 19:59,FRI,5
83392,9/15/2012 17:27,SAT,6
83392,9/17/2012 19:34,MON,1
83392,9/18/2012 20:08,TUE,2
83392,9/19/2012 20:16,WED,3
83392,9/20/2012 20:27,THU,4
83392,9/22/2012 21:25,SAT,6
83392,9/23/2012 18:54,SUN,7
83307,10/22/2012 15:54,MON,1
83307,10/23/2012 17:46,TUE,2
83307,10/24/2012 16:57,WED,3
83307,10/25/2012 18:32,THU,4
83307,10/26/2012 17:51,FRI,5
83307,10/27/2012 18:23,SAT,6
83307,10/28/2012 18:13,SUN,7
83307,10/29/2012 18:13,MON,1
83307,10/30/2012 18:40,TUE,2
83307,10/31/2012 17:27,WED,3
83307,11/1/2012 18:29,THU,4
83307,11/2/2012 18:15,FRI,5
83307,11/3/2012 18:52,SAT,6
83307,11/4/2012 15:52,SUN,7
93334,9/24/2012 16:09,MON,1
93334,9/25/2012 17:30,TUE,2
93334,9/26/2012 19:08,WED,3
93334,9/27/2012 21:16,THU,4
93334,9/28/2012 21:00,FRI,5
93334,9/29/2012 22:37,SAT,6
93334,9/30/2012 20:15,SUN,7
93334,10/1/2012 19:27,MON,1
93334,10/2/2012 20:16,TUE,2
93334,10/3/2012 18:58,WED,3
93334,10/4/2012 20:28,THU,4
93334,10/5/2012 21:07,FRI,5
93334,10/6/2012 22:38,SAT,6
93334,10/7/2012 18:05,SUN,7
93332,9/24/2012 16:27,MON,1
93332,9/25/2012 16:20,TUE,2
93332,9/26/2012 16:54,WED,3
93332,9/27/2012 18:55,THU,4
93332,9/28/2012 20:05,FRI,5
93332,9/29/2012 15:30,SAT,6
93332,9/30/2012 15:30,SUN,7
93332,10/1/2012 17:40,MON,1
93332,10/2/2012 16:58,TUE,2
93332,10/3/2012 16:18,WED,3
93332,10/4/2012 17:29,THU,4
93332,10/5/2012 15:30,FRI,5
93332,10/6/2012 18:26,SAT,6
93332,10/7/2012 17:06,SUN,7
93343,10/8/2012 15:43,MON,1
93343,10/9/2012 18:03,TUE,2
93343,10/12/2012 16:20,FRI,5
93343,10/13/2012 17:01,SAT,6
93343,10/14/2012 17:48,SUN,7
93343,10/15/2012 16:15,MON,1
93343,10/16/2012 16:06,TUE,2
93343,10/17/2012 15:26,WED,3
93343,10/18/2012 17:15,THU,4
93343,10/19/2012 17:05,FRI,5
93343,10/20/2012 17:22,SAT,6
93343,10/21/2012 16:27,SUN,7
93344,9/10/2012 16:57,MON,1
93344,9/11/2012 18:50,TUE,2
93344,9/12/2012 17:15,WED,3
93344,9/13/2012 18:28,THU,4
93344,9/14/2012 18:03,FRI,5
93344,9/15/2012 15:34,SAT,6
93344,9/16/2012 15:38,SUN,7
93344,9/17/2012 16:52,MON,1
93344,9/18/2012 17:37,TUE,2
93344,9/19/2012 16:06,WED,3
93344,9/20/2012 16:11,THU,4
93344,9/21/2012 17:25,FRI,5
93344,9/22/2012 17:52,SAT,6
93344,9/23/2012 18:32,SUN,7
03330,11/26/2012 15:34,MON,1
03330,11/27/2012 16:29,TUE,2
03330,11/28/2012 15:34,WED,3
03330,11/29/2012 15:33,THU,4
03330,11/30/2012 15:54,FRI,5
03330,12/1/2012 15:59,SAT,6
03330,12/2/2012 15:34,SUN,7
03330,12/3/2012 15:42,MON,1
03330,12/4/2012 15:34,TUE,2
03330,12/5/2012 17:40,WED,3
03330,12/6/2012 19:48,THU,4
03330,12/7/2012 15:35,FRI,5
03330,12/8/2012 17:34,SAT,6
03330,12/9/2012 15:33,SUN,7
03343,11/26/2012 15:27,MON,1
03343,11/27/2012 15:33,TUE,2
03343,11/28/2012 18:49,WED,3
03343,11/29/2012 18:01,THU,4
03343,12/1/2012 15:30,SAT,6
03343,12/2/2012 15:29,SUN,7
03343,12/3/2012 17:30,MON,1
03343,12/5/2012 17:46,WED,3
03343,12/6/2012 17:51,THU,4
03343,12/7/2012 15:31,FRI,5
03343,12/8/2012 15:29,SAT,6
03343,12/9/2012 20:19,SUN,7
03346,11/26/2012 15:44,MON,1
03346,11/27/2012 15:32,TUE,2
03346,11/28/2012 16:06,WED,3
03346,11/29/2012 16:34,THU,4
03346,11/30/2012 17:36,FRI,5
03346,12/1/2012 15:48,SAT,6
03346,12/2/2012 15:27,SUN,7
03346,12/3/2012 15:29,MON,1
03346,12/4/2012 15:31,TUE,2
03346,12/5/2012 16:08,WED,3
03346,12/6/2012 17:14,THU,4
03346,12/7/2012 15:52,FRI,5
03346,12/8/2012 15:32,SAT,6
03346,12/9/2012 15:27,SUN,7
03354,11/26/2012 15:37,MON,1
03354,11/27/2012 15:50,TUE,2
03354,11/28/2012 15:45,WED,3
03354,11/29/2012 15:37,THU,4
03354,11/30/2012 15:39,FRI,5
03354,12/1/2012 16:11,SAT,6
03354,12/2/2012 15:36,SUN,7
03354,12/3/2012 15:46,MON,1
03354,12/4/2012 16:20,TUE,2
03354,12/5/2012 16:20,WED,3
03354,12/6/2012 15:49,THU,4
03354,12/7/2012 16:12,FRI,5
03354,12/8/2012 17:34,SAT,6
03354,12/9/2012 19:03,SUN,7
03352,11/5/2012 16:19,MON,1
03352,11/6/2012 17:10,TUE,2
03352,11/7/2012 17:39,WED,3
03352,11/8/2012 18:12,THU,4
03352,11/10/2012 17:05,SAT,6
03352,11/11/2012 15:49,SUN,7
03352,11/12/2012 16:33,MON,1
03352,11/13/2012 18:31,TUE,2
03352,11/14/2012 16:01,WED,3
03352,11/15/2012 17:53,THU,4
03352,11/16/2012 17:01,FRI,5
03352,11/18/2012 15:59,SUN,7
03350,11/26/2012 16:12,MON,1
03350,11/28/2012 18:48,WED,3
03350,12/1/2012 17:42,SAT,6
03376,11/27/2012 0:04,TUE,2
03376,11/27/2012 18:10,TUE,2
03376,11/28/2012 18:35,WED,3
03376,11/29/2012 17:52,THU,4
03376,11/30/2012 20:27,FRI,5
03376,12/1/2012 17:40,SAT,6
03376,12/2/2012 20:06,SUN,7
03376,12/4/2012 15:27,TUE,2
03376,12/5/2012 20:45,WED,3
03376,12/7/2012 18:57,FRI,5
03376,12/8/2012 17:24,SAT,6
03365,11/5/2012 17:31,MON,1
03365,11/7/2012 17:21,WED,3
03365,11/8/2012 16:22,THU,4
03365,11/9/2012 17:37,FRI,5
03365,11/10/2012 22:39,SAT,6
03365,11/11/2012 18:42,SUN,7
03365,11/12/2012 17:46,MON,1
03365,11/13/2012 19:11,TUE,2
03365,11/14/2012 18:51,WED,3
03387,11/26/2012 16:28,MON,1
03387,11/27/2012 18:05,TUE,2
03387,11/28/2012 20:14,WED,3
03387,11/29/2012 20:20,THU,4
03387,11/30/2012 16:37,FRI,5
03387,12/3/2012 16:32,MON,1
03387,12/4/2012 17:12,TUE,2
03387,12/5/2012 21:14,WED,3
03387,12/6/2012 18:18,THU,4
03387,12/7/2012 16:28,FRI,5
03387,12/9/2012 18:08,SUN,7
03380,11/5/2012 17:51,MON,1
03380,11/6/2012 16:21,TUE,2
03380,11/7/2012 17:30,WED,3
03380,11/8/2012 15:47,THU,4
03380,11/10/2012 18:27,SAT,6
03380,11/12/2012 18:13,MON,1
03380,11/13/2012 18:25,TUE,2
03380,11/14/2012 20:14,WED,3
03380,11/15/2012 17:57,THU,4
03380,11/17/2012 17:12,SAT,6
03306,11/5/2012 16:00,MON,1
03306,11/6/2012 16:20,TUE,2
03306,11/7/2012 16:22,WED,3
03306,11/8/2012 16:58,THU,4
03306,11/9/2012 20:32,FRI,5
03306,11/10/2012 18:06,SAT,6
03306,11/11/2012 18:28,SUN,7
03306,11/12/2012 22:13,MON,1
03306,11/13/2012 22:49,TUE,2
03306,11/14/2012 19:07,WED,3
03306,11/15/2012 19:21,THU,4
03306,11/17/2012 16:22,SAT,6
03306,11/18/2012 21:23,SUN,7
03314,11/5/2012 16:25,MON,1
03314,11/6/2012 16:05,TUE,2
03314,11/7/2012 16:07,WED,3
03314,11/8/2012 16:10,THU,4
03314,11/9/2012 17:03,FRI,5
03314,11/11/2012 15:38,SUN,7
